"tripduration","start_time","end_time","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender","bike type"
141,"2018-11-01 18:10:51.4000","2018-11-01 18:13:13.0420",8,"YWCA Downtown",44.972217,-93.276435,6,"11th Street & Hennepin",44.97528833504171,-93.27881745994091,85,"Customer",1957,1,"Classic"
1648,"2018-11-02 12:03:47.8060","2018-11-02 12:31:16.5700",6,"11th Street & Hennepin",44.97528833504171,-93.27881745994091,6,"11th Street & Hennepin",44.97528833504171,-93.27881745994091,85,"Customer",1969,0,"Classic"
454,"2018-11-01 09:14:23.5410","2018-11-01 09:21:57.8110",111,"Elliot Ave S & E 24th Street",44.959373838446446,-93.26101630926132,16,"22nd Ave S & Franklin Ave",44.96293,-93.241042,88,"Customer",1964,1,"Classic"
538,"2018-11-01 10:12:15.5770","2018-11-01 10:21:13.9230",16,"22nd Ave S & Franklin Ave",44.96293,-93.241042,85,"Midtown YWCA",44.94823,-93.24054,88,"Customer",1964,1,"Classic"
774,"2018-11-01 11:10:14.3570","2018-11-01 11:23:09.1870",85,"Midtown YWCA",44.94823,-93.24054,111,"Elliot Ave S & E 24th Street",44.959373838446446,-93.26101630926132,88,"Customer",1964,1,"Classic"
533,"2018-11-01 13:00:04.1560","2018-11-01 13:08:57.8510",111,"Elliot Ave S & E 24th Street",44.959373838446446,-93.26101630926132,46,"IDS Center",44.9756749342888,-93.27219977974892,88,"Customer",1964,1,"Classic"
356,"2018-11-01 17:49:44.1380","2018-11-01 17:55:41.0570",46,"IDS Center",44.9756749342888,-93.27219977974892,184,"S 5th Street & Nicollet Mall",44.97866517955856,-93.270503282547,88,"Customer",1994,1,"Classic"
294,"2018-11-01 18:07:55.6580","2018-11-01 18:12:50.5090",184,"S 5th Street & Nicollet Mall",44.97866517955856,-93.270503282547,177,"Nicollet Mall & Grant Street",44.96995,-93.278133,88,"Customer",1986,2,"Classic"
386,"2018-11-02 09:48:09.6760","2018-11-02 09:54:35.8110",177,"Nicollet Mall & Grant Street",44.96995,-93.278133,91,"Grant Street & Portland Ave",44.96954,-93.2669,88,"Customer",1983,2,"Classic"
372,"2018-11-02 13:04:09.4150","2018-11-02 13:10:22.1190",91,"Grant Street & Portland Ave",44.96954,-93.2669,46,"IDS Center",44.9756749342888,-93.27219977974892,88,"Customer",1963,1,"Classic"
415,"2018-11-02 14:02:31.0340","2018-11-02 14:09:26.5950",46,"IDS Center",44.9756749342888,-93.27219977974892,91,"Grant Street & Portland Ave",44.96954,-93.2669,88,"Customer",1963,1,"Classic"
334,"2018-11-02 14:18:56.5200","2018-11-02 14:24:31.2800",91,"Grant Street & Portland Ave",44.96954,-93.2669,43,"Nicollet Mall & 10th Street",44.973839,-93.274544,88,"Customer",1983,2,"Classic"
115,"2018-11-02 14:38:50.1340","2018-11-02 14:40:45.1800",43,"Nicollet Mall & 10th Street",44.973839,-93.274544,8,"YWCA Downtown",44.972217,-93.276435,88,"Customer",1983,2,"Classic"
357,"2018-11-02 15:22:58.0990","2018-11-02 15:28:56.0360",8,"YWCA Downtown",44.972217,-93.276435,31,"Hennepin County Government Center",44.976602,-93.266701,88,"Customer",1969,0,"Classic"
546,"2018-11-03 02:01:09.6110","2018-11-03 02:10:16.5770",31,"Hennepin County Government Center",44.976602,-93.266701,102,"West 15th Street & Willow",44.968237,-93.281991,88,"Customer",1969,0,"Classic"
618,"2018-11-03 08:43:08.7510","2018-11-03 08:53:26.9860",102,"West 15th Street & Willow",44.968237,-93.281991,23,"2nd Ave N & Washington Ave N",44.983800030709666,-93.27103167772293,88,"Customer",1969,0,"Classic"
818,"2018-11-01 12:33:41.6310","2018-11-01 12:47:19.9530",98,"University Ave NE & 12th Ave NE",44.999874,-93.262955,62,"Elliot Hall",44.97685,-93.23818,89,"Customer",1997,2,"Classic"
196,"2018-11-02 14:39:28.9250","2018-11-02 14:42:45.7470",62,"Elliot Hall",44.97685,-93.23818,211,"15th Ave SE & SE 4th Street",44.97995059557327,-93.23478698730469,89,"Customer",1991,1,"Classic"
300,"2018-11-01 08:46:49.2800","2018-11-01 08:51:50.1040",203,"Nice Ride World Headquarters",44.953566,-93.220066,86,"East Lake Street & 36th Ave S",44.94826689447929,-93.22124049067497,90,"Subscriber",1950,2,"Classic"
3870,"2018-11-02 20:32:46.0370","2018-11-02 21:37:16.7890",83,"Englewood Ave & N Asbury Street",44.964172,-93.165868,84,"Sherburne Ave & Snelling Ave N",44.956624,-93.16734,91,"Customer",1969,0,"Classic"
409,"2018-11-02 12:15:40.7410","2018-11-02 12:22:30.0700",39,"Loring Park",44.9715,-93.284927,43,"Nicollet Mall & 10th Street",44.973839,-93.274544,92,"Customer",1969,0,"Classic"
282,"2018-11-03 12:33:15.3340","2018-11-03 12:37:58.1740",43,"Nicollet Mall & 10th Street",44.973839,-93.274544,91,"Grant Street & Portland Ave",44.96954,-93.2669,92,"Customer",1970,1,"Classic"
553,"2018-11-03 18:49:50.3690","2018-11-03 18:59:03.8110",91,"Grant Street & Portland Ave",44.96954,-93.2669,147,"9th Street N & Hawthorne Ave",44.977314275879294,-93.2777613401413,92,"Customer",1970,1,"Classic"
5724,"2018-11-03 20:01:22.7090","2018-11-03 21:36:47.2200",147,"9th Street N & Hawthorne Ave",44.977314275879294,-93.2777613401413,13,"North 2nd Street & 4th Ave N",44.986087,-93.272459,92,"Customer",1969,0,"Classic"
3981,"2018-11-02 16:11:07.2700","2018-11-02 17:17:28.5380",49,"Franklin & 28th Ave",44.962701,-93.230893,86,"East Lake Street & 36th Ave S",44.94826689447929,-93.22124049067497,93,"Customer",1964,2,"Classic"
606,"2018-11-01 17:30:26.9700","2018-11-01 17:40:33.0010",38,"4th Street & 17th Ave SE",44.97913,-93.23189,2,"100 Main Street SE",44.984892,-93.256551,96,"Customer",1973,2,"Classic"
1922,"2018-11-01 20:35:42.7590","2018-11-01 21:07:45.3730",2,"100 Main Street SE",44.984892,-93.256551,149,"N 4th Ave & W River Parkway",44.988461,-93.269087,96,"Customer",1969,0,"Classic"
1100,"2018-11-02 12:28:33.1660","2018-11-02 12:46:54.0100",149,"N 4th Ave & W River Parkway",44.988461,-93.269087,108,"Logan Park",44.99882,-93.25276,96,"Customer",1967,1,"Classic"
